Niveau,Onderwijsstructuur,Soort,Indeling,Indelingstype,Type onderwijsdoel,Titel 1,Titel 2,Titel 3,Nummer / Code,Onderwijsdoel,Attitudinaal,Geldig vanaf,Id,Onderwijsniveau_id,Verwant leergebied,Verwant subdomein,Verwant thema
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Tijd,Historische tijd,,3.5.,De leerlingen kunnen belangrijke gebeurtenissen of ervaringen uit eigen leven chronologisch ordenen en indelen in periodes. Ze kunnen daarvoor eigen indelingscriteria vinden.,Nee,31/08/2011,basis-lager-3.5-1098963773,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-tijd,http://ilearn.ilabt.imec.be/vocab/curr2/t-historische-tijd
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Tijd,Historische tijd,,3.6.,De leerlingen kunnen hun afstamming aangeven tot twee generaties terug.,Nee,31/08/2011,basis-lager-3.6-836208578,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-tijd,http://ilearn.ilabt.imec.be/vocab/curr2/t-historische-tijd
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Tijd,Historische tijd,,3.7.,"De leerlingen kennen de grote periodes uit de geschiedenis en ze kunnen duidelijke historische elementen in hun omgeving en belangrijke historische figuren en gebeurtenissen waarmee ze kennis maken, situeren in de juiste tijdsperiode aan de hand van een tijdband.",Nee,31/08/2011,basis-lager-3.7-563603190,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-tijd,http://ilearn.ilabt.imec.be/vocab/curr2/t-historische-tijd
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Tijd,Historische tijd,,3.8.,"De leerlingen kunnen aan de hand van een voorbeeld illustreren dat een actuele toestand, die voor kinderen herkenbaar is, en die door de geschiedenis beïnvloed werd, vroeger anders was en in de loop der tijden evolueert.",Nee,31/08/2011,basis-lager-3.8-438252414,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-tijd,http://ilearn.ilabt.imec.be/vocab/curr2/t-historische-tijd
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Tijd,Historische tijd,,3.9.,"De leerlingen tonen belangstelling voor het verleden, heden en de toekomst, hier en elders.",Ja,31/08/2011,basis-lager-3.9-3658476659,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-tijd,http://ilearn.ilabt.imec.be/vocab/curr2/t-historische-tijd
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Tijd,Algemene vaardigheden tijd,,3.10.,De leerlingen beseffen dat er een onderscheid is tussen een mening over een historisch feit en het feit zelf.,Ja,31/08/2011,basis-lager-3.10-2594987569,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-tijd,http://ilearn.ilabt.imec.be/vocab/curr2/t-algemene-vaardigheden-tijd
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Oriëntatie- en kaartvaardigheid,,4.1.,De leerlingen kunnen aan elkaar een te volgen weg tussen twee plaatsen in de eigen gemeente of stad beschrijven. Ze kunnen deze reisweg ook aanduiden op een plattegrond.,Nee,31/08/2011,basis-lager-4.1-3962023476,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-orientatie-en-kaartvaardigheid
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Oriëntatie- en kaartvaardigheid,,4.2.,De leerlingen kunnen aan de hand van een kaart de afstand tussen twee plaatsen in Vlaanderen berekenen en beschrijven.,Nee,31/08/2011,basis-lager-4.2-2616038986,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-orientatie-en-kaartvaardigheid
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Oriëntatie- en kaartvaardigheid,,4.3.,"De leerlingen kunnen in een praktische toepassingssituatie op een gepaste kaart en op de globe evenaar, de polen, de oceanen , de landen van de Europese Unie en de werelddelen opzoeken en aanwijzen.",Nee,31/08/2011,basis-lager-4.3-2885959902,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-orientatie-en-kaartvaardigheid
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Oriëntatie- en kaartvaardigheid,,4.4.,De leerlingen kunnen bij een oriëntatie in de werkelijkheid de windstreken (hoofd- en tussenrichtingen) bepalen aan de hand van de zonnestand of een kompas.,Nee,31/08/2011,basis-lager-4.4-909269406,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-orientatie-en-kaartvaardigheid
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Oriëntatie- en kaartvaardigheid,,4.5.,"De leerlingen kunnen begrippen zoals wijk, gehucht, dorp, deelgemeente, fusiegemeente, stad, provincie, gemeenschap, land en continent in een juiste context gebruiken.",Nee,31/08/2011,basis-lager-4.5-2215958011,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-orientatie-en-kaartvaardigheid
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Oriëntatie- en kaartvaardigheid,,4.6.,"De leerlingen hebben een voorstelling van de kaart van Vlaanderen en van België zodat ze in een praktische toepassingssituatie de gemeenschappen, de provincies en de provinciehoofdplaatsen kunnen aanwijzen.",Nee,31/08/2011,basis-lager-4.6-1529420394,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-orientatie-en-kaartvaardigheid
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Ruimtebeleving,,4.7.,De leerlingen kunnen aan de hand van een concreet voorbeeld het verschil tussen beleefde en absolute afstand illustreren.,Nee,31/08/2011,basis-lager-4.7-1178665988,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-ruimtebeleving
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Ruimtebeleving,,4.8.,De leerlingen kunnen suggesties geven voor het inrichten van hun eigen omgeving.,Nee,31/08/2011,basis-lager-4.8-3748772000,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-ruimtebeleving
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Ruimtelijke ordening/bepaaldheid,,4.9.,"De leerlingen kunnen in de realiteit op een gepaste kaart een landelijke, stedelijke, toeristische en industriële omgeving herkennen en van elkaar onderscheiden.",Nee,31/08/2011,basis-lager-4.9-2415859818,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-ruimtelijke-ordening
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Ruimtelijke ordening/bepaaldheid,,4.10.,De leerlingen kunnen hun eigen streek en twee andere streken in België situeren op een kaart en de relatie beschrijven tussen de omgeving en aspecten van het dagelijks leven van de mensen.,Nee,31/08/2011,basis-lager-4.10-1609899351,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-ruimtelijke-ordening
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Ruimtelijke ordening/bepaaldheid,,4.11.,De leerlingen kunnen aspecten van het dagelijks leven in een land van een ander cultuurgebied vergelijken met het eigen leven.,Nee,31/08/2011,basis-lager-4.11-1290307788,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-ruimtelijke-ordening
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Algemene vaardigheden ruimte,,4.12.,De leerlingen kunnen in een landschap gericht waarnemen en ze kunnen op een eenvoudige wijze onderzoeken waarom het er zo uitziet.,Nee,31/08/2011,basis-lager-4.12-2987982118,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-algemene-vaardigheden-ruimte
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Algemene vaardigheden ruimte,,4.13.,"De leerlingen kunnen een atlas raadplegen en kunnen enkele soorten kaarten hanteren gebruik makend van de legende, windrichting en schaal.",Nee,31/08/2011,basis-lager-4.13-2785850914,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-algemene-vaardigheden-ruimte
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Verkeer en mobiliteit,,4.14.,De leerlingen kunnen de gevaarlijke verkeerssituaties in de ruimere schoolomgeving lokaliseren.,Nee,31/08/2011,basis-lager-4.14-471334767,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-verkeer-en-mobiliteit
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Verkeer en mobiliteit,,4.15.,"De leerlingen beschikken over voldoende reactiesnelheid, evenwichtsbehoud en gevoel voor coördinatie en ze kennen de verkeersregels voor fietsers en voetgangers, om zich zelfstandig en veilig te kunnen verplaatsen langs een voor hen vertrouwde route.",Nee,31/08/2011,basis-lager-4.15-3180106009,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-verkeer-en-mobiliteit
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Verkeer en mobiliteit,,4.16.,De leerlingen tonen zich in hun gedrag bereid rekening te houden met andere weggebruikers.,Ja,31/08/2011,basis-lager-4.16-636366705,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-verkeer-en-mobiliteit
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Verkeer en mobiliteit,,4.17.,De leerlingen kennen de belangrijkste gevolgen van het groeiende autogebruik en kunnen de voor- en nadelen van mogelijke alternatieven vergelijken.,Nee,31/08/2011,basis-lager-4.17-594030558,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-verkeer-en-mobiliteit
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Ruimte,Verkeer en mobiliteit,,4.18.,De leerlingen kunnen een eenvoudige route uitstippelen met het openbaar vervoer.,Nee,31/08/2011,basis-lager-4.18-1500471993,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-ruimte,http://ilearn.ilabt.imec.be/vocab/curr2/t-verkeer-en-mobiliteit
Basisonderwijs,Lager Onderwijs,Gewoon,Mens en maatschappij,Leergebied,Eindtermen,Brongebruik,,,5.1.,De leerlingen kunnen op hun niveau verschillende informatiebronnen raadplegen.,Nee,31/08/2011,basis-lager-5.1-3100321070,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-mens-en-maatschappij,http://ilearn.ilabt.imec.be/vocab/curr2/s-brongebruik,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEELD,,,1.1,"De leerlingen kunnen door middel van kunst- en beeldbeschouwing een persoonlijk waardeoordeel ontwikkelen over beelden en beeldende kunst van vroeger, van nu en van verschillende culturen.",Ja,31/08/1994,basis-lager-1.1-4175547651,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beeld,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEELD,,,1.2,"De leerlingen kunnen door betasten en voelen (tactiel), door kijken en zien (visueel) impressies opdoen, verwerken en erover praten.",Nee,31/08/1994,basis-lager-1.2-16630165,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beeld,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEELD,,,1.3,"De leerlingen kunnen beeldinformatie herkennen, begrijpen, interpreteren en er kritisch tegenover staan.",Nee,31/08/1994,basis-lager-1.3-1119272291,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beeld,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEELD,,,1.4,De leerlingen kunnen plezier en voldoening vinden in het beeldend vormgeven en genieten van wat beeldend is vormgegeven.,Ja,31/08/1994,basis-lager-1.4-654136355,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beeld,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEELD,,,1.5,"De leerlingen kunnen beeldende problemen oplossen, technieken toepassen en gereedschappen en materialen hanteren om beeldend vorm te geven op een manier die hen voldoet.",Nee,31/08/1994,basis-lager-1.5-2248184887,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beeld,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEELD,,,1.6,"De leerlingen kunnen tactiele, visuele impressies, ervaringen, gevoelens en fantasieën op een beeldende manier weergeven.",Nee,31/08/1994,basis-lager-1.6-4125006378,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beeld,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MUZIEK,,,2.1,"De leerlingen kunnen muziek beluisteren en ervaren, muzikale impressies opdoen uit de geluidsomgeving met aandacht voor enkele kenmerken van de muziek: 
- klankeigenschap 
- functie/gebruikssituatie.",Nee,31/08/1994,basis-lager-2.1-3820239649,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-muziek,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MUZIEK,,,2.2,"De leerlingen kunnen improviseren en experimenteren, klankbronnen en muziekinstrumenten uittesten op hun klankwaarde en in een muzikaal (samen)spel daarvan gebruik maken.",Nee,31/08/1994,basis-lager-2.2-377075722,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-muziek,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MUZIEK,,,2.3,"De leerlingen kunnen openstaan voor hedendaagse muziek, muziek uit andere tijden, andere landen en culturen.",Ja,31/08/1994,basis-lager-2.3-2097001838,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-muziek,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MUZIEK,,,2.4,De leerlingen kunnen genieten van zingen en musiceren en dit gebruiken als impuls voor nieuwe muzikale spelideeën of andere aanverwante expressiewijzen.,Ja,31/08/1994,basis-lager-2.4-3081435358,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-muziek,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MUZIEK,,,2.5,De leerlingen kunnen vanuit het eigen muzikaal aanvoelen praten over het zingen en het musiceren.,Nee,31/08/1994,basis-lager-2.5-426873817,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-muziek,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - DRAMA,,,3.1,De leerlingen kunnen genieten van een gevarieerd aanbod van voor hen bestemde culturele activiteiten.,Ja,31/08/1994,basis-lager-3.1-1937010419,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-drama,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - DRAMA,,,3.2,De leerlingen kunnen spelvormen waarnemen en inzien dat de juiste verhouding tussen woord en beweging de expressie kan vergroten.,Nee,31/08/1994,basis-lager-3.2-1602838144,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-drama,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - DRAMA,,,3.3,"De leerlingen kunnen geconcentreerd luisteren naar een gesproken tekst (verteld of voorgelezen) en die mondeling, schriftelijk, beeldend of dramatisch weergeven.",Nee,31/08/1994,basis-lager-3.3-4189912101,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-drama,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - DRAMA,,,3.4,De leerlingen kunnen spelvormen in een sociale en maatschappelijke context hanteren.,Nee,31/08/1994,basis-lager-3.4-2623774378,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-drama,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - DRAMA,,,3.5,"De leerlingen kunnen ervaringen, gevoelens, ideeën, fantasieën ... uiten in spel.",Nee,31/08/1994,basis-lager-3.5-3295924010,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-drama,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - DRAMA,,,3.6,"De leerlingen kunnen een aan de speelsituatie aangepaste en aangename spreektechniek ontwikkelen (articulatie, adembeheersing, tempo, toonhoogte) en verschillende verbale en non-verbale spelvormen improviseren.",Nee,31/08/1994,basis-lager-3.6-549490566,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-drama,
